MARCA,CAMPUS
UNISUL,PALHOÇA - CENTRO UNISUL
UNISUL,PALHOÇA - PAGANI
UNISUL,PEDRA BRANCA
UNISUL,PONTA GROSSA - CENTRO
UNISUL,PORTO ALEGRE
UNISUL,SALVADOR - IGUATEMI
UNISUL,SANTOS - VILA MATHIAS
UNISUL,SÃO JOSÉ - BARREIROS
UNISUL,SÃO JOSÉ - VITÓRIA CENTER
UNISUL,SÃO JOSÉ DOS CAMPOS - CENTRO
UNISUL,SÃO JOSÉ DOS CAMPOS - JARDIM AQUARIUS
UNISUL,SÃO LEOPOLDO
UNISUL,SMART SOROCABA
UNISUL,SMART VITÓRIA
UNISUL,TRAJANO
UNISUL,TUBARÃO
UNISUL,TUBARÃO - CENTRO
UNISUL,TUBARÃO - MORRETES
UNISUL,UBERLÂNDIA - JARDIM KARAÍBA
UNISUL,UNIDADE ACADÊMICA BRAÇO DO NORTE
UNISUL,UNIDADE ACADÊMICA CONTINENTE
UNISUL,UNIDADE ACADÊMICA FLORIANÓPOLIS ILHA
UNISUL,UNIDADE ACADÊMICA ITAJAÍ
UNISUL,UNIDADE ACADÊMICA PEDRA BRANCA
UNISUL,UNIDADE ACADÊMICA TUBARÃO
UNISUL,UNISUL LIVE
UNP,AÇU - CENTRO
UNP,APODI
UNP,ARACATI - CENTRO
UNP,CAICÓ
UNP,CAMPINA GRANDE - CENTRO L
UNP,CEARÁ - MIRIM
UNP,CURRAIS NOVOS
UNP,JOÃO CÂMARA
UNP,JOÃO PESSOA - CENTRO
UNP,JOÃO PESSOA - CENTRO L
UNP,MOSSORÓ
UNP,NÃO INFORMADO
UNP,NATAL - SALGADO FILHO
UNP,NATAL - ZONA NORTE
UNP,NATAL - ZONA SUL I
UNP,PARNAMIRIM
UNP,PARNAMIRIM - EMAÚS
UNP,PAU DOS FERROS
UNP,SALGADO FILHO
UNP,SANTA CRUZ
UNP,SÃO PAULO DO POTENGI
UNP,SMART FORTALEZA - ALDEOTA
UNP,SMART JOÃO PESSOA - BRISAMAR
UNP,SOBRAL - CENTRO II
UNP,UNIDADE ACADÊMICA CAICÓ
UNP,UNIDADE ACADÊMICA MOSSORÓ
UNP,UNIDADE ACADÊMICA PAU DOS FERROS
UNP,UNIDADE ACADÊMICA SALGADO FILHO
UNP,UNIDADE ACADÊMICA ZONA NORTE
UNP,UNIDADE MOSSORÓ
UNP,UNIDADE ZONA NORTE - JOÃO MEDEIROS
UNP,UNP LIVE
USJT,AMERICANA - JARDIM GIRASSOL
USJT,AMERICANA - JARDIM GLÓRIA
USJT,ARUJÁ - CENTER VILLE
USJT,ATIBAIA - JARDIM BRASIL
USJT,BARUERI - ALPHAVILLE I
USJT,BAURU - ALTOS DA CIDADE
USJT,BAURU - CENTRO II
USJT,BELO HORIZONTE - DIREITO NA ESCOLA
USJT,BOITUVA
USJT,BOTUCATU
USJT,BUTANTÃ
USJT,CAIEIRAS - CENTRO
USJT,CARAPICUÍBA
USJT,CARAPICUÍBA - CENTRO
USJT,CARAPICUÍBA - INOCÊNCIO SERÁFICO
USJT,COTIA
USJT,COTIA - VILA MONTE SERRAT
USJT,CUBATÃO
USJT,CUBATÃO - JARDIM SÃO FRANCISCO
USJT,DIADEMA - CENTRO II
USJT,EMBU DAS ARTES - CENTRO I
USJT,FERRAZ DE VASCONCELOS - CENTRO
USJT,FRANCA - CENTRO
USJT,FRANCISCO MORATO - CENTRO
USJT,GUARATINGUETÁ - CENTRO
USJT,GUARUJÁ - CENTRO
USJT,GUARULHOS
USJT,GUARULHOS - CENTRO AV. TIRADENTES
USJT,GUARULHOS - VILA DAS PALMEIRAS
USJT,HORTOLÂNDIA - ADVENTISTA
USJT,HORTOLÂNDIA - ADVENTISTA II
USJT,INDAIATUBA - CENTRO II
USJT,ITAIM PAULISTA
USJT,ITAPECERICA DA SERRA - CENTRO
USJT,ITAPEVI - CENTRO II
USJT,ITAQUAQUECETUBA - CENTRO
USJT,JABAQUARA
USJT,JACAREÍ
USJT,JANDIRA - CENTRO
USJT,JUNDIAÍ - CENTRO
USJT,JUNDIAÍ - CENTRO II
USJT,MAIRIPORÃ - CENTRO
USJT,MAUÁ - PLAZA SHOPPING
USJT,MOGI DAS CRUZES - CENTRO I
USJT,MONGAGUÁ
USJT,MOOCA
USJT,NÃO INFORMADO
USJT,OSASCO - KM 18 CENTRO
USJT,OSASCO - SUL
USJT,PAULÍNIA
USJT,PAULISTA
USJT,PIRACICABA
USJT,PIRACICABA - CENTRO II
USJT,POÁ - CENTRO I
USJT,PONTA PORÃ
USJT,PRAIA GRANDE - BOQUEIRÃO II
USJT,RIBEIRÃO PIRES - CENTRO ALTO
USJT,RIO CLARO - CENTRO
USJT,RIO DE JANEIRO - BOTAFOGO
USJT,RIO DE JANEIRO - IRAJÁ
USJT,SANTANA
USJT,SANTANA DE PARNAÍBA
USJT,SANTO AMARO
USJT,SANTO ANDRÉ - CENTRO
USJT,SANTO ANDRÉ - CENTRO II
USJT,SANTOS
USJT,SANTOS - EMBARÉ
USJT,SANTOS - VILA MATHIAS
USJT,SÃO BERNARDO - BAETA NEVES
USJT,SÃO BERNARDO DO CAMPO
USJT,SÃO BERNARDO DO CAMPO - MARECHAL
USJT,SÃO BERNARDO DO CAMPO - RUDGE RAMOS
USJT,SÃO CAETANO DO SUL - CENTRO
USJT,SÃO CAETANO DO SUL - CENTRO II
USJT,SÃO CARLOS - CENTRO
USJT,SÃO JOÃO DA BOA VISTA
USJT,SÃO JOSÉ DOS CAMPOS - CENTRO III
USJT,SÃO JOSÉ DOS CAMPOS - JARDIM AQUARIUS
USJT,SÃO JUDAS LIVE
USJT,SÃO PAULO - ANA ROSA
USJT,SÃO PAULO - ANÁLIA FRANCO
USJT,SÃO PAULO - ARICANDUVA
USJT,SÃO PAULO - AVENIDA JABAQUARA
USJT,SÃO PAULO - AVENIDA PAULISTA
USJT,SÃO PAULO - AVENIDA SAPOPEMBA
USJT,SÃO PAULO - BARRA FUNDA II
USJT,SÃO PAULO - BOA ESPERANÇA
USJT,SÃO PAULO - CAMPO LIMPO
USJT,SÃO PAULO - CHÁCARA SANTO ANTÔNIO
USJT,SÃO PAULO - CONSOLAÇÃO
USJT,SÃO PAULO - FREGUESIA DO Ó
USJT,SÃO PAULO - GRAJAÚ
USJT,SÃO PAULO - GUAIANASES I
USJT,SÃO PAULO - ITAIM PAULISTA
USJT,SÃO PAULO - ITAQUERA II
USJT,SÃO PAULO - LAPA
USJT,SÃO PAULO - LARGO TREZE I
USJT,SÃO PAULO - METRO BUTANTÃ
USJT,SÃO PAULO - METRÔ CAMPO LIMPO
USJT,SÃO PAULO - METRÔ CARRÃO
USJT,SÃO PAULO - METRÔ JABAQUARA
USJT,SÃO PAULO - METRÔ PENHA
USJT,SÃO PAULO - METRÔ SÃO LUCAS
USJT,SÃO PAULO - MOOCA
USJT,SÃO PAULO - MORUMBI II
USJT,SÃO PAULO - PENHA
USJT,SÃO PAULO - SABARÁ - CAMPO GRANDE
USJT,SÃO PAULO - SANTANA
USJT,SÃO PAULO - SANTANA I
USJT,SÃO PAULO - SÃO MIGUEL PAULISTA
USJT,SÃO PAULO - SÃO MIGUEL PAULISTA I
USJT,SÃO PAULO - SAÚDE
USJT,SÃO PAULO - TAQUARI
USJT,SÃO PAULO - TATUAPÉ II
USJT,SÃO PAULO - VILA LEOPOLDINA
USJT,SÃO PAULO - VILA OLÍMPIA
USJT,SÃO PAULO - VILA PRUDENTE II
USJT,SÃO PAULO - VILA SONIA I
USJT,SÃO PAULO - VOLUNTÁRIOS
USJT,SÃO VICENTE - CENTRO I
USJT,SÃO VICENTE - CENTRO II
USJT,SMART ALPHAVILLE
USJT,SMART VITÓRIA
USJT,SOROCABA - SANTA ROSÁLIA
USJT,SUMARÉ - CENTRO I
USJT,SUZANO - CENTRO
USJT,TABOÃO DA SERRA - PIRAJUSSARA
USJT,TAUBATÉ - CENTRO I
USJT,TAUBATÉ - CENTRO II
USJT,UNIDADE ACADÊMICA BUTANTÃ
USJT,UNIDADE ACADÊMICA GUARULHOS
USJT,UNIDADE ACADÊMICA JABAQUARA
USJT,UNIDADE ACADÊMICA MOOCA
USJT,UNIDADE ACADÊMICA PAULISTA
USJT,UNIDADE ACADÊMICA SANTANA
USJT,UNIDADE ACADÊMICA SANTO AMARO
USJT,UNIDADE ACADÊMICA SANTOS
USJT,UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO
USJT,UNIDADE ACADÊMICA VILA LEOPOLDINA
USJT,VARGEM GRANDE PAULISTA
USJT,VÁRZEA PAULISTA - CENTRO
USJT,VILA LEOPOLDINA
USJT,VILA MATHIAS
