,Chave,UC,Tipo de UC,Semestre,Modelo,Marca,Base de Alunos,Máximo de Alunos,Tipo de CH,Ator Pedagógico
231,USJT - UC21 - ENGENHARIA DE PRODUÇÃO - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA MOOCA,UC21,UC (10),10,Semi Presencial 40.20 Bacharelado,USJT,9,120.0,Presencial,Mediador Presencial
232,USJT - UC21 - ENGENHARIA DE PRODUÇÃO - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC21,UC (10),10,Semi Presencial 40.20 Bacharelado,USJT,0,120.0,Presencial,Mediador Presencial
233,USJT - UC21 - ENGENHARIA ELÉTRICA - Semi Presencial 40.20 Bacharelado - AMERICANA : JARDIM GIRASSOL,UC21,UC (10),10,Semi Presencial 40.20 Bacharelado,USJT,0,120.0,Presencial,Mediador Presencial
234,USJT - UC21 - ENGENHARIA ELÉTRICA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC21,UC (10),10,Semi Presencial 40.20 Bacharelado,USJT,6,120.0,Presencial,Mediador Presencial
235,USJT - UC21 - ENGENHARIA MECÂNICA - Semi Presencial 40.20 Bacharelado - AMERICANA : JARDIM GIRASSOL,UC21,UC (10),10,Semi Presencial 40.20 Bacharelado,USJT,0,120.0,Presencial,Mediador Presencial
236,USJT - UC21 - ENGENHARIA MECÂNICA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC21,UC (10),10,Semi Presencial 40.20 Bacharelado,USJT,8,120.0,Presencial,Mediador Presencial
237,USJT - UC21 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA MOOCA,UC21,UC (10),10,Semi Presencial 40.20 Bacharelado,USJT,8,120.0,Presencial,Mediador Presencial
238,USJT - UC21 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC21,UC (10),10,Semi Presencial 40.20 Bacharelado,USJT,18,120.0,Presencial,Mediador Presencial
239,USJT - UC21 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA MOOCA,UC21,UC (10),10,Semi Presencial 40.20 Bacharelado,USJT,17,120.0,Presencial,Mediador Presencial
240,USJT - UC21 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC21,UC (10),10,Semi Presencial 40.20 Bacharelado,USJT,12,120.0,Presencial,Mediador Presencial
241,USJT - UC21 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA MOOCA,UC21,UC (10),10,Semi Presencial 40.20 Bacharelado,USJT,22,120.0,Presencial,Mediador Presencial
242,USJT - UC21 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC21,UC (10),10,Semi Presencial 40.20 Bacharelado,USJT,18,120.0,Presencial,Mediador Presencial
243,USJT - UC8 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA MOOCA,UC8,UC (1-6),4,Semi Presencial 40.20 Bacharelado,USJT,40,120.0,Presencial,Mediador Presencial
244,USJT - UC8 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC8,UC (1-6),4,Semi Presencial 40.20 Bacharelado,USJT,40,120.0,Presencial,Mediador Presencial
245,USJT - UC8 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA MOOCA,UC8,UC (1-6),4,Semi Presencial 40.20 Bacharelado,USJT,45,120.0,Presencial,Mediador Presencial
246,USJT - UC8 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC8,UC (1-6),4,Semi Presencial 40.20 Bacharelado,USJT,46,120.0,Presencial,Mediador Presencial
247,USJT - UC8 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA MOOCA,UC8,UC (1-6),4,Semi Presencial 40.20 Bacharelado,USJT,42,120.0,Presencial,Mediador Presencial
248,USJT - UC8 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC8,UC (1-6),4,Semi Presencial 40.20 Bacharelado,USJT,37,120.0,Presencial,Mediador Presencial
249,USJT - UC8 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA MOOCA,UC8,UC (1-6),4,Semi Presencial 40.20 Bacharelado,USJT,31,120.0,Presencial,Mediador Presencial
250,USJT - UC8 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC8,UC (1-6),4,Semi Presencial 40.20 Bacharelado,USJT,35,120.0,Presencial,Mediador Presencial
251,USJT - UC8 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA MOOCA,UC8,UC (1-6),4,Semi Presencial 40.20 Bacharelado,USJT,25,120.0,Presencial,Mediador Presencial
252,USJT - UC8 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC8,UC (1-6),4,Semi Presencial 40.20 Bacharelado,USJT,39,120.0,Presencial,Mediador Presencial
253,USJT - UC9 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA MOOCA,UC9,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,32,120.0,Presencial,Mediador Presencial
254,USJT - UC9 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC9,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,29,120.0,Presencial,Mediador Presencial
255,USJT - UC9 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA MOOCA,UC9,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,22,120.0,Presencial,Mediador Presencial
256,USJT - UC9 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC9,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,31,120.0,Presencial,Mediador Presencial
257,USJT - UC9 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA MOOCA,UC9,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,24,120.0,Presencial,Mediador Presencial
258,USJT - UC9 - FARMÁCIA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC9,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,19,120.0,Presencial,Mediador Presencial
259,USJT - UC9 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA MOOCA,UC9,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,21,120.0,Presencial,Mediador Presencial
260,USJT - UC9 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC9,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,28,120.0,Presencial,Mediador Presencial
261,USJT - UC9 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA MOOCA,UC9,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,25,120.0,Presencial,Mediador Presencial
262,USJT - UC9 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado - UNIDADE ACADÊMICA SÃO BERNARDO DO CAMPO,UC9,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,29,120.0,Presencial,Mediador Presencial
263,USJT - UC10 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,61,99999.0,Assíncrono,Professor Regente
264,USJT - UC10 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,61,70.0,Síncrono Mediado,Mediador Online
265,USJT - UC10 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,53,99999.0,Assíncrono,Professor Regente
266,USJT - UC10 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,53,70.0,Síncrono Mediado,Mediador Online
267,USJT - UC10 - FARMÁCIA - Semi Presencial 40.20 Bacharelado,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,43,99999.0,Assíncrono,Professor Regente
268,USJT - UC10 - FARMÁCIA - Semi Presencial 40.20 Bacharelado,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,43,70.0,Síncrono Mediado,Mediador Online
269,USJT - UC10 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,49,99999.0,Assíncrono,Professor Regente
270,USJT - UC10 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,49,70.0,Síncrono Mediado,Mediador Online
271,USJT - UC10 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,54,99999.0,Assíncrono,Professor Regente
272,USJT - UC10 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado,UC10,UC (1-6),5,Semi Presencial 40.20 Bacharelado,USJT,54,70.0,Síncrono Mediado,Mediador Online
273,USJT - UC11 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado,UC11,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,60,99999.0,Assíncrono,Professor Regente
274,USJT - UC11 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado,UC11,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,60,70.0,Síncrono Mediado,Mediador Online
275,USJT - UC11 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,76,99999.0,Assíncrono,Professor Regente
276,USJT - UC11 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,76,70.0,Síncrono Mediado,Mediador Online
277,USJT - UC11 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado,UC11,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,79,99999.0,Assíncrono,Professor Regente
278,USJT - UC11 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado,UC11,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,79,70.0,Síncrono Mediado,Mediador Online
279,USJT - UC11 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,91,99999.0,Assíncrono,Professor Regente
280,USJT - UC11 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,91,70.0,Síncrono Mediado,Mediador Online
281,USJT - UC11 - FARMÁCIA - Semi Presencial 40.20 Bacharelado,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,69,99999.0,Assíncrono,Professor Regente
282,USJT - UC11 - FARMÁCIA - Semi Presencial 40.20 Bacharelado,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,69,70.0,Síncrono Mediado,Mediador Online
283,USJT - UC11 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,67,99999.0,Assíncrono,Professor Regente
284,USJT - UC11 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,67,70.0,Síncrono Mediado,Mediador Online
285,USJT - UC11 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,79,99999.0,Assíncrono,Professor Regente
286,USJT - UC11 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado,UC11,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,79,70.0,Síncrono Mediado,Mediador Online
287,USJT - UC11 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura,UC11,UC (6-8),6,Semi Presencial 30.20 Licenciatura,USJT,106,550.0,Assíncrono,Mediador Assíncrono
288,USJT - UC11 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura,UC11,UC (6-8),6,Semi Presencial 30.20 Licenciatura,USJT,106,99999.0,Assíncrono,Professor Regente
289,USJT - UC12 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado,UC12,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,60,99999.0,Assíncrono,Professor Regente
290,USJT - UC12 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado,UC12,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,60,70.0,Síncrono Mediado,Mediador Online
291,USJT - UC12 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,76,99999.0,Assíncrono,Professor Regente
292,USJT - UC12 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,76,70.0,Síncrono Mediado,Mediador Online
293,USJT - UC12 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado,UC12,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,79,99999.0,Assíncrono,Professor Regente
294,USJT - UC12 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado,UC12,UC (4-8),6,Semi Presencial 30.20 Bacharelado,USJT,79,70.0,Síncrono Mediado,Mediador Online
295,USJT - UC12 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,91,99999.0,Assíncrono,Professor Regente
296,USJT - UC12 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,91,70.0,Síncrono Mediado,Mediador Online
297,USJT - UC12 - FARMÁCIA - Semi Presencial 40.20 Bacharelado,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,69,99999.0,Assíncrono,Professor Regente
298,USJT - UC12 - FARMÁCIA - Semi Presencial 40.20 Bacharelado,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,69,70.0,Síncrono Mediado,Mediador Online
299,USJT - UC12 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,67,99999.0,Assíncrono,Professor Regente
300,USJT - UC12 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,67,70.0,Síncrono Mediado,Mediador Online
301,USJT - UC12 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,79,99999.0,Assíncrono,Professor Regente
302,USJT - UC12 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado,UC12,UC (1-6),6,Semi Presencial 40.20 Bacharelado,USJT,79,70.0,Síncrono Mediado,Mediador Online
303,USJT - UC12 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura,UC12,UC (6-8),6,Semi Presencial 30.20 Licenciatura,USJT,106,550.0,Assíncrono,Mediador Assíncrono
304,USJT - UC12 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura,UC12,UC (6-8),6,Semi Presencial 30.20 Licenciatura,USJT,106,99999.0,Assíncrono,Professor Regente
305,USJT - UC13 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado,UC13,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,44,99999.0,Assíncrono,Professor Regente
306,USJT - UC13 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado,UC13,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,44,70.0,Síncrono Mediado,Mediador Online
307,USJT - UC13 - ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - Semi Presencial 30.20 Bacharelado,UC13,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,69,99999.0,Assíncrono,Professor Regente
308,USJT - UC13 - ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - Semi Presencial 30.20 Bacharelado,UC13,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,69,70.0,Síncrono Mediado,Mediador Online
309,USJT - UC13 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,45,99999.0,Assíncrono,Professor Regente
310,USJT - UC13 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,45,70.0,Síncrono Mediado,Mediador Online
311,USJT - UC13 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado,UC13,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,40,99999.0,Assíncrono,Professor Regente
312,USJT - UC13 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado,UC13,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,40,70.0,Síncrono Mediado,Mediador Online
313,USJT - UC13 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,38,99999.0,Assíncrono,Professor Regente
314,USJT - UC13 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,38,70.0,Síncrono Mediado,Mediador Online
315,USJT - UC13 - ENGENHARIA CIVIL - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,66,99999.0,Assíncrono,Professor Regente
316,USJT - UC13 - ENGENHARIA CIVIL - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,66,70.0,Síncrono Mediado,Mediador Online
317,USJT - UC13 - ENGENHARIA DE PRODUÇÃO - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,47,99999.0,Assíncrono,Professor Regente
318,USJT - UC13 - ENGENHARIA DE PRODUÇÃO - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,47,70.0,Síncrono Mediado,Mediador Online
319,USJT - UC13 - ENGENHARIA ELÉTRICA - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,42,99999.0,Assíncrono,Professor Regente
320,USJT - UC13 - ENGENHARIA ELÉTRICA - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,42,70.0,Síncrono Mediado,Mediador Online
321,USJT - UC13 - ENGENHARIA MECÂNICA - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,50,99999.0,Assíncrono,Professor Regente
322,USJT - UC13 - ENGENHARIA MECÂNICA - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,50,70.0,Síncrono Mediado,Mediador Online
323,USJT - UC13 - FARMÁCIA - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,40,99999.0,Assíncrono,Professor Regente
324,USJT - UC13 - FARMÁCIA - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,40,70.0,Síncrono Mediado,Mediador Online
325,USJT - UC13 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,41,99999.0,Assíncrono,Professor Regente
326,USJT - UC13 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,41,70.0,Síncrono Mediado,Mediador Online
327,USJT - UC13 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,49,99999.0,Assíncrono,Professor Regente
328,USJT - UC13 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado,UC13,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,49,70.0,Síncrono Mediado,Mediador Online
329,USJT - UC13 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura,UC13,UC (6-8),7,Semi Presencial 30.20 Licenciatura,USJT,57,550.0,Assíncrono,Mediador Assíncrono
330,USJT - UC13 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura,UC13,UC (6-8),7,Semi Presencial 30.20 Licenciatura,USJT,57,99999.0,Assíncrono,Professor Regente
331,USJT - UC14 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado,UC14,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,44,99999.0,Assíncrono,Professor Regente
332,USJT - UC14 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado,UC14,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,44,70.0,Síncrono Mediado,Mediador Online
333,USJT - UC14 - ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - Semi Presencial 30.20 Bacharelado,UC14,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,69,99999.0,Assíncrono,Professor Regente
334,USJT - UC14 - ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - Semi Presencial 30.20 Bacharelado,UC14,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,69,70.0,Síncrono Mediado,Mediador Online
335,USJT - UC14 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,45,99999.0,Assíncrono,Professor Regente
336,USJT - UC14 - BIOMEDICINA - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,45,70.0,Síncrono Mediado,Mediador Online
337,USJT - UC14 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado,UC14,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,40,99999.0,Assíncrono,Professor Regente
338,USJT - UC14 - CIÊNCIAS CONTÁBEIS - Semi Presencial 30.20 Bacharelado,UC14,UC (4-8),7,Semi Presencial 30.20 Bacharelado,USJT,40,70.0,Síncrono Mediado,Mediador Online
339,USJT - UC14 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,38,99999.0,Assíncrono,Professor Regente
340,USJT - UC14 - EDUCAÇÃO FÍSICA - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,38,70.0,Síncrono Mediado,Mediador Online
341,USJT - UC14 - ENGENHARIA CIVIL - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,66,99999.0,Assíncrono,Professor Regente
342,USJT - UC14 - ENGENHARIA CIVIL - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,66,70.0,Síncrono Mediado,Mediador Online
343,USJT - UC14 - ENGENHARIA DE PRODUÇÃO - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,47,99999.0,Assíncrono,Professor Regente
344,USJT - UC14 - ENGENHARIA DE PRODUÇÃO - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,47,70.0,Síncrono Mediado,Mediador Online
345,USJT - UC14 - ENGENHARIA ELÉTRICA - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,42,99999.0,Assíncrono,Professor Regente
346,USJT - UC14 - ENGENHARIA ELÉTRICA - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,42,70.0,Síncrono Mediado,Mediador Online
347,USJT - UC14 - ENGENHARIA MECÂNICA - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,50,99999.0,Assíncrono,Professor Regente
348,USJT - UC14 - ENGENHARIA MECÂNICA - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,50,70.0,Síncrono Mediado,Mediador Online
349,USJT - UC14 - FARMÁCIA - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,40,99999.0,Assíncrono,Professor Regente
350,USJT - UC14 - FARMÁCIA - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,40,70.0,Síncrono Mediado,Mediador Online
351,USJT - UC14 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,41,99999.0,Assíncrono,Professor Regente
352,USJT - UC14 - FISIOTERAPIA - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,41,70.0,Síncrono Mediado,Mediador Online
353,USJT - UC14 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,49,99999.0,Assíncrono,Professor Regente
354,USJT - UC14 - NUTRIÇÃO - Semi Presencial 40.20 Bacharelado,UC14,UC (7-9),7,Semi Presencial 40.20 Bacharelado,USJT,49,70.0,Síncrono Mediado,Mediador Online
355,USJT - UC14 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura,UC14,UC (6-8),8,Semi Presencial 30.20 Licenciatura,USJT,109,550.0,Assíncrono,Mediador Assíncrono
356,USJT - UC14 - PEDAGOGIA - Semi Presencial 30.20 Licenciatura,UC14,UC (6-8),8,Semi Presencial 30.20 Licenciatura,USJT,109,99999.0,Assíncrono,Professor Regente
357,USJT - UC15 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado,UC15,UC (4-8),8,Semi Presencial 30.20 Bacharelado,USJT,66,99999.0,Assíncrono,Professor Regente
358,USJT - UC15 - ADMINISTRAÇÃO - Semi Presencial 30.20 Bacharelado,UC15,UC (4-8),8,Semi Presencial 30.20 Bacharelado,USJT,66,70.0,Síncrono Mediado,Mediador Online
359,USJT - UC15 - ANÁLISE E DESENVOLVIMENTO DE SISTEMAS - Semi Presencial 30.20 Bacharelado,UC15,UC (4-8),8,Semi Presencial 30.20 Bacharelado,USJT,100,99999.0,Assíncrono,Professor Regente
